Make,Model,Year,Purchase Price,Repair Cost,Sales Price,Profit,Stock Days,Date Sold,Sales Person
Kia,Soul,2021,35900.8,2324.54,39259.8,1034.46,58,05/04/2021,Santa Barry
Audi,A3,2021,31264.78,531.45,34124.92,2328.69,62,17/04/2021,Santa Barry
BMW,3 Series,2019,35378.92,3050.61,41292.57,2863.04,11,14/04/2021,Pat Byrne
Honda,Fit,2017,8719.02,516.8,9813.83,578.01,76,15/04/2021,Joe Fats
BMW,5 Series,2017,34259.67,2005.71,37482.11,1216.73,47,27/04/2021,Jimmy The Fly
BMW,X5,2020,59653.7,2155.7,63711.64,1902.24,76,29/04/2021,Jimmy The Fly
Audi,A6,2021,72974.25,1199.44,74157.1,-16.59,85,12/04/2021,Mary Black
Honda,Civic,2020,21306.22,817.13,22812.45,689.1,62,03/04/2021,Joe Fats
Honda,Jazz,2021,30390.41,706.5,32006.07,909.16,86,28/04/2021,Joe Fats
Honda,Civic,2021,22831.05,1405.71,24783.92,547.16,82,04/04/2021,Mary Black
Audi,A1,2020,26320.86,1701.6,27251.36,-771.1,4,15/04/2021,Santa Barry
Honda,Jazz,2021,27601.26,1901.87,31364.76,1861.63,2,23/04/2021,Santa Barry
Kia,Spotage,2017,24803.53,507.81,26117.81,806.47,66,12/04/2021,Mary Black
BMW,7 Series,2020,61554.71,1836.52,68434.07,5042.84,27,12/04/2021,Mary Black
BMW,1 Series,2020,28848.29,2139.7,32314.39,1326.4,55,07/04/2021,Tony Long
BMW,3 Series,2021,52324.7,5178.47,56090.57,-1412.6,90,15/04/2021,Mary Black
Audi,A5,2018,41708.33,671.35,43741.95,1362.27,9,11/04/2021,Tony Long
Audi,A6,2018,45488.12,1596.94,50528.25,3443.19,63,20/04/2021,Pat Byrne
Honda,Jazz,2018,19193.23,1522.58,20598.94,-116.87,58,28/04/2021,Pat Byrne
Honda,Fit,2021,14255.82,892.01,15093.61,-54.22,74,15/04/2021,Santa Barry
Audi,A1,2018,21012.1,1601.67,23438.39,824.62,69,16/04/2021,Jimmy The Fly
BMW,3 Series,2021,49522.38,3137.77,54979.96,2319.81,2,25/04/2021,Tony Long
Honda,Accord,2019,23298.96,1709.69,25227.53,218.88,2,28/04/2021,Pat Byrne
Honda,Civic,2021,24966.53,312.65,26543.57,1264.39,70,26/04/2021,Mary Black
Kia,Rio,2020,16453.59,774.11,17428.8,201.1,5,04/04/2021,Mary Black
Skoda,Citigo,2020,13165.39,562.85,14983.37,1255.13,60,05/04/2021,Pat Byrne
Honda,Fit,2021,14665.82,757.17,16359.01,936.02,24,05/04/2021,Jimmy The Fly
Audi,A3,2018,20192.27,1925.77,22275.93,157.89,78,26/04/2021,Jimmy The Fly
Honda,Jazz,2018,18884.44,732.12,19717.02,100.46,24,08/04/2021,Mary Black
Audi,A4,2019,40590.69,550.05,41924.87,784.13,69,20/04/2021,Pat Byrne
Skoda,Octavia,2021,35039.35,3112.82,36566.66,-1585.51,16,24/04/2021,Pat Byrne
Kia,Soul,2019,26598.01,1407.31,28946.69,941.37,53,08/04/2021,Tony Long
Honda,Accord,2019,22683.94,405.25,23135.36,46.17,19,19/04/2021,Santa Barry
Kia,Ceed,2020,22159.3,228.75,24286.99,1898.94,81,01/04/2021,Pat Byrne
Audi,A5,2019,42703.93,2378.29,48213.37,3131.15,7,22/04/2021,Santa Barry
Skoda,Citigo,2018,9096.08,636.97,9725.77,-7.28,57,29/04/2021,Joe Fats
Audi,A3,2020,28019.22,1961.56,32176.43,2195.65,84,06/04/2021,Pat Byrne
Honda,Fit,2021,13659.66,438.21,14666.23,568.36,48,30/04/2021,Santa Barry
Kia,Rio,2017,12151.73,624,13093.14,317.41,13,15/04/2021,Santa Barry
Honda,Civic,2018,16972.43,406.88,16598.32,-780.99,85,10/04/2021,Pat Byrne
Audi,A5,2020,52326.7,4138.62,58595.21,2129.89,44,15/04/2021,Pat Byrne
Kia,Spotage,2017,23734.6,776.26,26266.67,1755.81,48,08/04/2021,Joe Fats
Audi,A1,2020,25906.03,712.95,27624.99,1006.01,69,15/04/2021,Pat Byrne
Kia,Ceed,2020,20122.81,1053.6,21915.37,738.96,37,28/04/2021,Pat Byrne
Skoda,Scala,2018,14592.76,1388.64,15955.2,-26.2,70,04/04/2021,Jimmy The Fly
Skoda,Octavia,2018,21280.44,1920.24,23418.14,217.46,11,25/04/2021,Pat Byrne
Kia,Ceed,2019,19400.27,1102.17,21555.25,1052.81,13,20/04/2021,Jimmy The Fly
Audi,A5,2021,57660.96,998.82,61448.52,2788.74,4,03/04/2021,Joe Fats
Honda,Jazz,2019,24210.75,1817.18,27143.33,1115.4,47,22/04/2021,Jimmy The Fly
Honda,Jazz,2018,21671.21,348.39,24059.25,2039.65,38,19/04/2021,Santa Barry
Kia,Ceed,2020,21232,2060.29,23265.39,-26.9,40,08/04/2021,Tony Long
Skoda,Citigo,2020,13472.41,992.02,14890.12,425.69,58,26/04/2021,Santa Barry
Skoda,Octavia,2018,22722.5,1481.15,25660.58,1456.93,45,13/04/2021,Jimmy The Fly
Honda,Fit,2019,12680.44,840.22,13679.4,158.74,55,09/04/2021,Tony Long
BMW,7 Series,2021,73177.87,1172.88,71206.14,-3144.61,77,02/04/2021,Jimmy The Fly
Kia,Rio,2021,17339.27,312.32,16958.66,-692.93,64,23/04/2021,Joe Fats
Skoda,Octavia,2017,22100.95,906.36,23430.43,423.12,54,10/04/2021,Mary Black
Honda,Civic,2021,25982.1,1418.04,30043.4,2643.26,32,23/04/2021,Mary Black
Skoda,Citigo,2019,12413.03,162.01,12186.95,-388.09,69,10/04/2021,Pat Byrne
Audi,A4,2017,28437.17,2549.67,30012.86,-973.98,60,27/04/2021,Mary Black
Honda,Jazz,2020,25395.66,1144.88,28751.71,2211.17,70,09/04/2021,Joe Fats
Honda,Jazz,2020,24201.54,530.95,26088.44,1355.95,19,28/04/2021,Santa Barry
Honda,Jazz,2021,29691.82,659.91,32602.24,2250.51,16,04/04/2021,Pat Byrne
Audi,A4,2020,47129,1287.66,51986.61,3569.95,19,17/04/2021,Santa Barry
Kia,Sorento,2021,53447.75,4263.63,62943.78,5232.4,24,06/04/2021,Tony Long
Kia,Sorento,2019,48617.77,3951.14,55062.86,2493.95,61,11/04/2021,Pat Byrne
Skoda,Scala,2018,12772.67,634.93,14015.27,607.67,79,05/04/2021,Joe Fats
Audi,A3,2018,21623.07,1832.67,23940.57,484.83,75,26/04/2021,Santa Barry
Audi,A3,2018,20186.82,450.23,19606.23,-1030.82,47,17/04/2021,Joe Fats
Audi,A4,2021,49932.54,3513.01,52072.72,-1372.83,39,26/04/2021,Joe Fats
Kia,Spotage,2019,32851.45,2394.05,33639.78,-1605.72,1,16/04/2021,Tony Long
Honda,Jazz,2021,30187.83,1203.64,32080.32,688.85,24,01/04/2021,Joe Fats
Honda,Jazz,2017,18364.63,1084.69,19185.85,-263.47,29,09/04/2021,Jimmy The Fly
BMW,X5,2019,51033.16,4947.08,53317.23,-2663.01,66,07/04/2021,Jimmy The Fly
Skoda,Citigo,2021,14700.7,201.27,15942.41,1040.44,88,14/04/2021,Pat Byrne
Audi,A6,2020,56893.77,1193.77,58314.97,227.43,6,03/04/2021,Tony Long
Kia,Spotage,2021,40942.43,1794.02,45454.99,2718.54,10,23/04/2021,Tony Long
Honda,Fit,2020,14110.01,900.13,16353.52,1343.38,21,02/04/2021,Jimmy The Fly
Honda,Civic,2020,20174.79,941.56,21833.02,716.67,30,04/04/2021,Joe Fats
Audi,A5,2020,48381.09,4591.53,57845.17,4872.55,4,08/04/2021,Jimmy The Fly
Kia,Ceed,2019,20287.83,1729.9,21081.24,-936.49,48,08/04/2021,Joe Fats
Honda,Fit,2017,9274.84,301.43,10076.54,500.27,72,04/04/2021,Pat Byrne
Kia,Soul,2019,29328.55,2532.3,30831.01,-1029.84,62,01/04/2021,Jimmy The Fly
Honda,Civic,2019,20173.5,1355.99,20799.43,-730.06,21,11/04/2021,Pat Byrne
BMW,3 Series,2020,47028.43,2325.64,47306.11,-2047.96,53,12/04/2021,Pat Byrne
Kia,Rio,2017,12040.93,1179.21,13469.81,249.67,20,28/04/2021,Mary Black
Audi,A5,2021,60298.4,2820.7,64347.93,1228.83,37,19/04/2021,Joe Fats
Skoda,Citigo,2018,10904.11,247.99,11233.52,81.42,17,21/04/2021,Santa Barry
Kia,Spotage,2018,29771.6,2878.57,32878.22,228.05,82,06/04/2021,Pat Byrne
Skoda,Scala,2018,13404.69,275.65,13232,-448.34,51,28/04/2021,Jimmy The Fly
Honda,Accord,2021,29808.8,2574.79,32881.16,497.57,71,02/04/2021,Santa Barry
BMW,7 Series,2021,65913.84,5282.93,75433.12,4236.35,5,17/04/2021,Mary Black
BMW,3 Series,2018,36953.46,3219.08,44039.36,3866.82,11,13/04/2021,Jimmy The Fly
BMW,1 Series,2019,25520.91,942.51,26754.76,291.34,53,30/04/2021,Joe Fats
Skoda,Citigo,2020,12846.95,307.81,12669.12,-485.64,35,30/04/2021,Jimmy The Fly
BMW,1 Series,2021,36385.42,2211.21,41126.65,2530.02,33,05/04/2021,Santa Barry
Audi,A3,2019,22928.98,514.46,23426.16,-17.28,83,25/04/2021,Jimmy The Fly
Audi,A3,2017,18741.74,276.73,19242.3,223.83,78,10/04/2021,Jimmy The Fly
Audi,A5,2019,50829.07,3319.36,53005.67,-1142.76,17,09/04/2021,Joe Fats
Audi,A4,2021,53314.4,4362.22,62313.96,4637.34,22,13/04/2021,Tony Long
Skoda,Scala,2020,16599.53,947.59,18244.86,697.74,24,01/04/2021,Joe Fats
Kia,Rio,2020,16634.75,633.13,17131.79,-136.09,1,30/04/2021,Mary Black
BMW,1 Series,2019,26746.1,2338.81,31637.75,2552.84,82,07/04/2021,Pat Byrne
Kia,Ceed,2019,18561.08,1530.21,20532.45,441.16,66,23/04/2021,Pat Byrne
Skoda,Scala,2017,10219.99,578.51,11670.4,871.9,44,30/04/2021,Mary Black
BMW,5 Series,2018,36258.03,696.68,40060.17,3105.46,66,19/04/2021,Mary Black
Kia,Soul,2019,30302.07,1007.65,33463.92,2154.2,14,27/04/2021,Pat Byrne
BMW,5 Series,2019,49535.9,1851.82,50123.17,-1264.55,43,08/04/2021,Joe Fats
Kia,Soul,2021,37835.29,2050.03,40840.33,955.01,16,10/04/2021,Mary Black
Kia,Spotage,2019,28550.91,2313.97,32307.57,1442.69,69,27/04/2021,Joe Fats
BMW,X5,2019,48425.53,3171.15,55524.78,3928.1,41,12/04/2021,Jimmy The Fly
Skoda,Octavia,2019,25451.11,2184.17,29066.82,1431.54,85,10/04/2021,Mary Black
Skoda,Octavia,2018,25473.36,1268.22,27914.42,1172.84,15,16/04/2021,Joe Fats
Skoda,Octavia,2020,30549.07,2869.01,36411.92,2993.84,29,08/04/2021,Jimmy The Fly
Audi,A5,2017,36006.75,2499.61,41198.68,2692.32,81,30/04/2021,Santa Barry
Honda,Jazz,2017,18609.8,1464.18,21017.77,943.79,32,28/04/2021,Tony Long
Kia,Ceed,2017,14872.76,508.39,15379.08,-2.07,69,27/04/2021,Tony Long
BMW,5 Series,2018,36042.2,3118.52,39066.58,-94.14,13,21/04/2021,Tony Long
Audi,A5,2020,56052.25,4137,60302.52,113.27,52,28/04/2021,Santa Barry
Honda,Accord,2021,32806.84,2503.61,37723.02,2412.57,8,12/04/2021,Pat Byrne
BMW,1 Series,2017,20728.42,1402.92,21936.09,-195.25,52,10/04/2021,Santa Barry
Skoda,Citigo,2020,12519.1,1009.22,13410.61,-117.71,14,28/04/2021,Joe Fats
Kia,Sorento,2020,53364.11,4650.9,62696.03,4681.02,25,30/04/2021,Jimmy The Fly
Kia,Rio,2021,17246.51,1042.83,19767.36,1478.02,56,21/04/2021,Tony Long
Kia,Soul,2019,29120.43,2570.05,33116.08,1425.6,41,01/04/2021,Joe Fats
BMW,5 Series,2020,56087.88,5472.13,65926.47,4366.46,54,16/04/2021,Jimmy The Fly
Kia,Spotage,2018,29533.87,954.51,29996.68,-491.7,19,09/04/2021,Joe Fats
Kia,Ceed,2018,15304.45,1028.98,17237.75,904.32,85,19/04/2021,Joe Fats
Kia,Soul,2019,31403.24,1212.49,32304.22,-311.51,6,21/04/2021,Joe Fats
BMW,3 Series,2017,31184.05,512.78,34081.76,2384.93,73,26/04/2021,Joe Fats
Audi,A4,2020,45350.22,587.57,47302.09,1364.3,50,08/04/2021,Pat Byrne
Skoda,Octavia,2018,24365.92,657.64,25199.12,175.56,11,09/04/2021,Joe Fats
Skoda,Octavia,2019,28892.9,1837.06,31585.9,855.94,31,21/04/2021,Pat Byrne
Kia,Spotage,2021,41150.77,3362.45,45659.37,1146.15,11,03/04/2021,Mary Black
Honda,Accord,2018,21339.77,816.71,23228.72,1072.24,6,10/04/2021,Santa Barry
BMW,X5,2021,67584.27,5331.75,69420.11,-3495.91,80,23/04/2021,Jimmy The Fly
Skoda,Citigo,2019,12386.13,191.46,12682.37,104.78,7,04/04/2021,Mary Black
BMW,3 Series,2020,41126.98,2235.65,46411.26,3048.63,31,07/04/2021,Tony Long
BMW,X5,2018,39540.72,2387.1,39925.07,-2002.75,67,09/04/2021,Pat Byrne
Skoda,Octavia,2021,34415.42,1438.83,38862.5,3008.25,1,15/04/2021,Tony Long
BMW,1 Series,2020,31768.17,2194.29,34433.82,471.36,45,13/04/2021,Pat Byrne
Honda,Jazz,2019,23812.77,2306.17,25651.62,-467.32,2,21/04/2021,Jimmy The Fly
Audi,A1,2018,19999.96,1347.39,21364.68,17.33,67,13/04/2021,Mary Black
Audi,A4,2021,55039.68,609.88,53776.37,-1873.19,76,10/04/2021,Joe Fats
Honda,Jazz,2020,25902.56,342.39,27529.45,1284.5,27,09/04/2021,Tony Long
Kia,Rio,2021,19288.42,1746.72,20581.82,-453.32,70,25/04/2021,Joe Fats
Skoda,Citigo,2019,12276.69,537.64,13432.25,617.92,73,15/04/2021,Joe Fats
Honda,Jazz,2018,21489.62,1326.77,23990.01,1173.62,61,18/09/2021,Tony Long
BMW,5 Series,2020,51474.11,4364.47,55004.8,-833.78,18,08/09/2021,Santa Barry
Skoda,Scala,2017,11401.26,308.03,12120.42,411.13,60,15/09/2021,Pat Byrne
Audi,A5,2021,59757.62,1059.7,66039.01,5221.69,50,25/09/2021,Tony Long
Skoda,Octavia,2021,35641.1,919.74,39475.34,2914.5,21,10/09/2021,Jimmy The Fly
Honda,Jazz,2020,26214.53,2408.41,30737.97,2115.03,73,19/09/2021,Mary Black
BMW,5 Series,2020,52671.74,4693.4,61124.41,3759.27,89,17/09/2021,Pat Byrne
Honda,Jazz,2018,22292.95,1828.41,24739.05,617.69,25,05/09/2021,Santa Barry
Skoda,Citigo,2020,13773.03,1030.41,15443.08,639.64,79,23/09/2021,Jimmy The Fly
Kia,Rio,2021,19242.82,546.93,21660.54,1870.79,89,02/09/2021,Tony Long
Honda,Fit,2020,13680.27,1318.04,14331.14,-667.17,31,07/09/2021,Santa Barry
BMW,3 Series,2018,34024.44,2001.31,39351.17,3325.42,41,12/09/2021,Santa Barry
Audi,A5,2021,62045.29,2920.31,63840.54,-1125.06,58,10/09/2021,Pat Byrne
Kia,Spotage,2019,32657.73,1066.51,36705.58,2981.34,55,09/09/2021,Tony Long
Honda,Civic,2021,22827.03,414.18,23804.51,563.3,70,14/09/2021,Tony Long
Kia,Ceed,2021,25659.89,1684.7,28774.97,1430.38,60,19/09/2021,Joe Fats
BMW,7 Series,2018,43270.95,611,46412.16,2530.21,67,22/09/2021,Joe Fats
Kia,Sorento,2019,45127.04,3567.04,48610.85,-83.23,68,18/09/2021,Jimmy The Fly
Honda,Civic,2020,22174.01,2032.56,23115.9,-1090.67,14,17/09/2021,Santa Barry
BMW,7 Series,2020,56088.89,1973.81,55291.21,-2771.49,22,25/09/2021,Joe Fats
Skoda,Scala,2018,13311.27,235.18,13373.22,-173.23,82,21/09/2021,Jimmy The Fly
Audi,A6,2018,45802.38,4490.44,47987.92,-2304.9,54,02/09/2021,Jimmy The Fly
BMW,7 Series,2018,51782.4,1195.64,52597.36,-380.68,51,09/09/2021,Santa Barry
Honda,Civic,2017,13035.04,592.5,14567.36,939.82,7,18/09/2021,Joe Fats
Skoda,Octavia,2020,31000.01,814.11,30677.79,-1136.33,23,12/09/2021,Jimmy The Fly
Honda,Fit,2017,7531.76,550.42,7822.14,-260.04,67,20/09/2021,Mary Black
Audi,A3,2021,29679.85,382.9,30817.6,754.85,37,18/09/2021,Jimmy The Fly
Skoda,Citigo,2018,9724.12,845.77,11285.81,715.92,52,22/09/2021,Mary Black
BMW,7 Series,2018,47949.21,4134.36,53111.96,1028.39,51,16/09/2021,Pat Byrne
Kia,Spotage,2019,31458,1551.95,33846.06,836.11,35,27/09/2021,Santa Barry
Skoda,Octavia,2017,21876.15,1083.91,24611.61,1651.55,47,16/09/2021,Santa Barry
Skoda,Citigo,2019,10914.13,851.38,11301.42,-464.09,47,10/09/2021,Santa Barry
Audi,A4,2019,46219.38,2782.91,52963.14,3960.85,6,14/09/2021,Tony Long
BMW,5 Series,2017,36186.64,919.04,37867.45,761.77,2,16/09/2021,Joe Fats
Kia,Ceed,2017,14343.85,1191.46,14979.16,-556.15,30,16/09/2021,Joe Fats
Skoda,Scala,2017,11654.16,156.35,11861.15,50.64,22,21/09/2021,Tony Long
Honda,Accord,2018,20130.05,1516.47,21173.82,-472.7,12,07/09/2021,Jimmy The Fly
BMW,3 Series,2017,30838.33,1614.17,33637.35,1184.85,42,10/09/2021,Santa Barry
Kia,Sorento,2019,48217.96,1130.52,51128.5,1780.02,86,25/09/2021,Joe Fats
BMW,X5,2021,64745.18,5825.55,75626.08,5055.35,54,08/09/2021,Mary Black
Honda,Accord,2021,33592.06,2508.36,36275.97,175.55,56,06/09/2021,Santa Barry
BMW,X5,2018,48118.63,3496.78,52814.85,1199.44,2,17/09/2021,Joe Fats
Kia,Ceed,2018,17229.31,399.15,18057.45,428.99,71,26/09/2021,Pat Byrne
Skoda,Citigo,2021,14991.17,165.91,14946.75,-210.33,49,20/09/2021,Joe Fats
Skoda,Octavia,2021,33905.93,993.73,36230.32,1330.66,13,27/09/2021,Joe Fats
BMW,1 Series,2020,29149.57,2400.76,32585.99,1035.66,69,18/09/2021,Mary Black
Honda,Fit,2020,12619.91,512.69,12585.06,-547.54,69,13/09/2021,Santa Barry
Kia,Rio,2017,9636.43,475.06,9963.13,-148.36,59,07/09/2021,Mary Black
BMW,3 Series,2021,50866.61,792.82,52481.92,822.49,35,01/09/2021,Jimmy The Fly
Skoda,Scala,2019,15988.21,559.28,17404.81,857.32,5,02/09/2021,Tony Long
BMW,5 Series,2018,44998.95,2463.12,51312.05,3849.98,15,09/09/2021,Pat Byrne
Skoda,Scala,2021,18047.77,1059.88,18831.06,-276.59,38,07/09/2021,Tony Long
Audi,A5,2020,52556.49,1387.89,57862.88,3918.5,63,19/09/2021,Santa Barry
Honda,Fit,2017,7850.46,760.5,8464.09,-146.87,13,03/09/2021,Pat Byrne
Honda,Civic,2020,22354.98,1300.37,24354.35,699,54,24/09/2021,Jimmy The Fly
Skoda,Scala,2019,14902.26,783.96,17012.53,1326.31,82,25/09/2021,Joe Fats
BMW,7 Series,2021,66399.81,3060.17,71210.99,1751.01,6,09/09/2021,Jimmy The Fly
BMW,1 Series,2017,19152.72,359.51,20380.42,868.19,51,14/09/2021,Mary Black
Skoda,Citigo,2021,13506.27,373.56,13557.63,-322.2,2,24/09/2021,Tony Long
Skoda,Scala,2019,15659.38,1116.68,18013.36,1237.3,32,23/09/2021,Mary Black
Honda,Civic,2020,22802.57,1894.89,25680.47,983.01,36,23/09/2021,Tony Long
Audi,A3,2021,28834.04,2039.95,29433.53,-1440.46,19,10/09/2021,Jimmy The Fly
Audi,A5,2021,61191.01,5397.6,67102.16,513.55,20,09/09/2021,Mary Black
BMW,7 Series,2020,61160.72,1425.02,62509.94,-75.8,24,19/09/2021,Tony Long
Kia,Soul,2021,37744.96,1104.24,38778.08,-71.12,2,08/09/2021,Pat Byrne
Skoda,Citigo,2020,13028.19,847.72,14115.44,239.53,8,08/09/2021,Santa Barry
Audi,A1,2020,24056.27,906.28,24294.12,-668.43,66,02/09/2021,Joe Fats
Audi,A3,2021,30948.24,2461.11,35546.49,2137.14,15,09/09/2021,Pat Byrne
Kia,Soul,2018,25308.32,2254.71,26921.48,-641.55,73,08/09/2021,Jimmy The Fly
Skoda,Scala,2020,16733.29,1621.32,18744.33,389.72,41,20/09/2021,Jimmy The Fly
Kia,Spotage,2020,35427.35,3523.86,38896.83,-54.38,33,06/09/2021,Tony Long
Honda,Fit,2018,9019.41,554.33,9397.74,-176,43,10/09/2021,Jimmy The Fly
Honda,Jazz,2018,20654.03,221.24,20390.01,-485.26,71,15/09/2021,Mary Black
Honda,Jazz,2017,15403.39,393.88,17338.84,1541.57,66,07/09/2021,Pat Byrne
Skoda,Scala,2020,16766,244.43,17592.78,582.35,31,20/09/2021,Pat Byrne
Honda,Civic,2019,20974.57,1874.48,23871.24,1022.19,48,13/09/2021,Santa Barry
BMW,5 Series,2020,55313.28,844.5,54918.8,-1238.98,21,02/09/2021,Jimmy The Fly
Kia,Rio,2018,12724.5,1121.77,14829.25,982.98,20,15/09/2021,Santa Barry
Skoda,Citigo,2020,13725.68,592.29,14254.31,-63.66,15,26/09/2021,Joe Fats
Skoda,Citigo,2017,8911.38,386.34,9263.56,-34.16,34,12/09/2021,Jimmy The Fly
Audi,A3,2019,26571.7,2157.31,28224.88,-504.13,21,25/09/2021,Mary Black
Honda,Fit,2020,13304.23,157.9,14473.95,1011.82,64,17/09/2021,Pat Byrne
Audi,A3,2020,26212.67,2108.79,29545.88,1224.42,88,15/09/2021,Joe Fats
Kia,Spotage,2021,37494.55,508.34,40054,2051.11,8,24/09/2021,Jimmy The Fly
BMW,X5,2021,67170.33,5525.51,69954.19,-2741.65,29,23/09/2021,Tony Long
Audi,A6,2018,43676.08,1537.77,48615.68,3401.83,11,11/09/2021,Tony Long
Skoda,Octavia,2018,26077.66,1582.45,30071.84,2411.73,25,22/09/2021,Joe Fats
BMW,7 Series,2019,58837.47,5346.53,62817.57,-1366.43,63,08/09/2021,Jimmy The Fly
Skoda,Citigo,2021,15269.83,175.5,16785.18,1339.85,77,23/09/2021,Santa Barry
Audi,A5,2018,42830.57,3515.99,44901.8,-1444.76,61,27/09/2021,Tony Long
Skoda,Scala,2017,12946.75,295.85,12679.61,-562.99,72,20/09/2021,Santa Barry
Honda,Civic,2020,22724.41,690.8,23969.57,554.36,79,02/09/2021,Joe Fats
Audi,A4,2019,45647.82,3220.66,52484.52,3616.04,54,16/09/2021,Pat Byrne
Honda,Jazz,2017,18135.7,263.99,18480.73,81.04,70,26/09/2021,Mary Black
BMW,X5,2017,41440.89,2305.93,47663.66,3916.84,25,06/09/2021,Pat Byrne
Audi,A3,2017,16168.79,740.76,16206.73,-702.82,80,19/09/2021,Mary Black
Honda,Civic,2019,18800,1335.63,20534.44,398.81,7,28/09/2021,Jimmy The Fly
Honda,Jazz,2021,30929.89,2264.29,36398.89,3204.71,10,26/09/2021,Pat Byrne
Skoda,Citigo,2019,11082.11,170.14,12322.87,1070.62,90,25/09/2021,Mary Black
Skoda,Octavia,2019,26164.31,2098.78,27498.76,-764.33,27,02/09/2021,Jimmy The Fly
Skoda,Citigo,2019,11372.89,208.91,11384.55,-197.25,45,18/09/2021,Santa Barry
BMW,1 Series,2018,25022.58,1049.38,26744.04,672.08,20,04/09/2021,Joe Fats
Skoda,Citigo,2021,15447.22,513.3,16360.47,399.95,21,10/09/2021,Jimmy The Fly
Skoda,Octavia,2017,22148.32,363.18,23943.09,1431.59,57,22/09/2021,Jimmy The Fly
BMW,X5,2017,40527.16,643.88,42256.9,1085.86,54,14/09/2021,Mary Black
Kia,Sorento,2020,51906.79,1678.95,54943.66,1357.92,88,03/09/2021,Santa Barry
BMW,1 Series,2020,32709.04,3075.82,36776.82,991.96,44,06/09/2021,Mary Black
Kia,Rio,2021,18794.46,883.37,21426.37,1748.54,23,08/09/2021,Santa Barry
BMW,3 Series,2019,37746.77,1764.77,43268.63,3757.09,75,26/09/2021,Tony Long
Kia,Soul,2018,23163.22,414.1,24588.72,1011.4,78,03/09/2021,Santa Barry
Kia,Soul,2021,34621.16,1521.79,38944.6,2801.65,12,10/09/2021,Jimmy The Fly
Audi,A5,2019,50377.05,1407.14,52211.91,427.72,26,21/09/2021,Pat Byrne
Audi,A4,2017,32850.55,474.97,32096.37,-1229.15,88,03/09/2021,Pat Byrne
Kia,Rio,2021,19617.73,1369.66,22942.78,1955.39,65,06/09/2021,Tony Long
BMW,1 Series,2020,28018.35,2374.9,33167.88,2774.63,44,06/09/2021,Santa Barry
Kia,Spotage,2017,24673.74,1685.32,25053.93,-1305.13,27,29/09/2021,Tony Long
Honda,Fit,2017,8456.07,651.84,9901.37,793.46,66,19/09/2021,Tony Long
Kia,Spotage,2018,28887.96,2811.94,32193.36,493.46,42,12/09/2021,Joe Fats
Audi,A5,2020,52330.36,947.3,57721.04,4443.38,78,19/09/2021,Joe Fats
BMW,3 Series,2020,44122.3,722.58,47162.82,2317.94,9,21/09/2021,Mary Black
Honda,Civic,2020,22355.79,1754.1,23862.05,-247.84,82,01/09/2021,Joe Fats
Kia,Sorento,2021,59275.8,2925.98,59947.68,-2254.1,8,12/09/2021,Tony Long
Audi,A1,2018,18804.9,1509.59,20381.97,67.48,81,10/09/2021,Mary Black
Audi,A6,2017,45280.19,881.92,48451.25,2289.14,64,07/09/2021,Jimmy The Fly
Audi,A6,2019,58682.35,2581.02,62738.12,1474.75,68,16/09/2021,Santa Barry
Honda,Civic,2017,15066.29,232.11,15688.15,389.75,44,04/09/2021,Pat Byrne
BMW,5 Series,2018,36571.83,2162.23,40906.7,2172.64,66,25/09/2021,Joe Fats
Kia,Ceed,2020,22362.25,380.47,22127.65,-615.07,36,10/09/2021,Pat Byrne
Honda,Civic,2021,25138.51,1605.94,26730.01,-14.44,27,27/09/2021,Mary Black
BMW,X5,2018,41447.67,2493.14,44148.52,207.71,65,20/09/2021,Jimmy The Fly
Honda,Accord,2019,24480.07,762.73,23994.84,-1247.96,51,17/09/2021,Joe Fats
Kia,Soul,2021,38243.08,3247.22,43948.59,2458.29,39,14/09/2021,Jimmy The Fly
Honda,Fit,2017,7914.86,542.68,8174.63,-282.91,25,11/09/2021,Pat Byrne
Audi,A4,2017,34752.1,2756.32,36269.26,-1239.16,49,25/09/2021,Santa Barry
Honda,Accord,2019,24035.47,1858.42,27262.78,1368.89,45,17/09/2021,Mary Black
Kia,Soul,2020,30815.72,2500.05,32658.48,-657.29,69,20/09/2021,Mary Black
Audi,A1,2021,28337.33,1726.47,30610.74,546.94,31,14/09/2021,Tony Long
Audi,A5,2021,58757.99,2277.63,61404.07,368.45,48,10/09/2021,Tony Long
Kia,Soul,2018,24456.36,1427.73,28228.61,2344.52,63,28/09/2021,Tony Long
Audi,A4,2018,34636.25,1160.65,38744.06,2947.16,2,22/09/2021,Tony Long
Audi,A5,2017,37057.38,723.8,40614,2832.82,77,05/09/2021,Mary Black
Audi,A6,2021,73374.17,4868.58,75978,-2264.75,64,14/09/2021,Santa Barry
Kia,Soul,2018,26383.31,565.64,25867.98,-1080.97,26,14/09/2021,Joe Fats
Skoda,Octavia,2017,20838.83,448.33,20363.06,-924.1,25,13/09/2021,Tony Long
Skoda,Octavia,2019,25363.94,2074.57,26318.67,-1119.84,19,05/09/2021,Joe Fats
Skoda,Citigo,2018,10262.77,793.25,11235.78,179.76,70,28/09/2021,Tony Long
Honda,Jazz,2021,28525.59,553.78,31752.98,2673.61,62,23/09/2021,Mary Black
Honda,Jazz,2017,17074.36,1406.58,18884.42,403.48,52,27/09/2021,Joe Fats
